id,code,name,chart_template_id/id,user_type_id/id,tag_ids/id,group_id/id,reconcile
ac_1010201,1.01.02.01,ACTIVOS FINANCIEROS VALOR RAZONABLE Y CAMBIOS EN RESULTADOS,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_current_assets,account.account_tag_operating,l10n_ec_oodca.group_10102,False
ac_1010202,1.01.02.02,ACTIVOS FINANCIEROS DISPONIBLES PARA LA VENTA ,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_current_assets,account.account_tag_operating,l10n_ec_oodca.group_10102,False
ac_1010203,1.01.02.03,ACTIVOS FINANCIEROS CORRIENTES MANTENIDOS HASTA VENCIMIENTO ,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_current_assets,account.account_tag_operating,l10n_ec_oodca.group_10102,False
ac_1010204,1.01.02.04,(-) PROVISIÓN POR DETERIORO ,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_current_assets,account.account_tag_operating,l10n_ec_oodca.group_10102,False
ac_101020501,1.01.02.05.01,CXC CLIENTES NO RELACIONADOS CON INTERESES,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_receivable,account.account_tag_operating,l10n_ec_oodca.group_1010205,True
ac_101020502,1.01.02.05.02,CXC CLIENTES NO RELACIONADOS SIN INTERESES,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_receivable,account.account_tag_operating,l10n_ec_oodca.group_1010205,True
ac_1010206,1.01.02.06,CXC CLIENTES RELACIONADOS,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_receivable,account.account_tag_operating,l10n_ec_oodca.group_10102,True
ac_1010207,1.01.02.07,OTRAS CUENTAS POR COBRAR RELACIONADAS,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_current_assets,account.account_tag_operating,l10n_ec_oodca.group_10102,False
ac_101020801,1.01.02.08.01,PRÉSTAMOS A EMPLEADOS,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_current_assets,account.account_tag_operating,l10n_ec_oodca.group_1010208,False
ac_101020802,1.01.02.08.02,SUMINISTROS A EMPLEADOS,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_current_assets,account.account_tag_operating,l10n_ec_oodca.group_1010208,False
ac_1010209,1.01.02.09,(-) PROVISIÓN CUENTAS INCOBRABLES Y DETERIORO,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_current_assets,account.account_tag_operating,l10n_ec_oodca.group_10102,False
ac_1010301,1.01.03.01,INVENTARIOS MATERIA PRIMA,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_current_assets,account.account_tag_operating,l10n_ec_oodca.group_10103,False
ac_1010302,1.01.03.02,INVENTARIOS PRODUCTOS EN PROCESO,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_current_assets,account.account_tag_operating,l10n_ec_oodca.group_10103,False
ac_1010303,1.01.03.03,INVENTARIOS SUMINISTROS PARA PROCESO PRODUCCIÓN,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_current_assets,account.account_tag_operating,l10n_ec_oodca.group_10103,False
ac_1010304,1.01.03.04,INVENTARIOS SUMINISTROS PARA PRESTACIÓN SERVICIO,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_current_assets,account.account_tag_operating,l10n_ec_oodca.group_10103,False
ac_1010305,1.01.03.05,INVENTARIOS PRODUCTOS TERMINADOS Y PRODUCIDOS EN ALMACÉN ,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_current_assets,account.account_tag_operating,l10n_ec_oodca.group_10103,False
ac_1010306,1.01.03.06,INVENTARIOS PRODUCTOS TERMINADOS Y COMPRADOS EN ALMACÉN,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_current_assets,account.account_tag_operating,l10n_ec_oodca.group_10103,False
ac_1010307,1.01.03.07,MERCADERÍAS EN TRÁNSITO,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_current_assets,account.account_tag_operating,l10n_ec_oodca.group_10103,False
ac_1010308,1.01.03.08,OBRAS EN CONSTRUCCIÓN ,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_current_assets,account.account_tag_operating,l10n_ec_oodca.group_10103,False
ac_1010309,1.01.03.09,OBRAS TERMINADAS,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_current_assets,account.account_tag_operating,l10n_ec_oodca.group_10103,False
ac_1010310,1.01.03.10,MATERIALES O BIENES PARA LA CONSTRUCCIÓN,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_current_assets,account.account_tag_operating,l10n_ec_oodca.group_10103,False
ac_1010311,1.01.03.11,"INVENTARIOS REPUESTOS, HERRAMIENTAS Y ACCESORIOS",l10n_ec_oodca.account_ec_chart_template,account.data_account_type_current_assets,account.account_tag_operating,l10n_ec_oodca.group_10103,False
ac_1010312,1.01.03.12,OTROS INVENTARIOS,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_current_assets,account.account_tag_operating,l10n_ec_oodca.group_10103,False
ac_1010313,1.01.03.13,(-) PROVISIÓN AL VALOR NETO REALIZACIÓN Y OTRAS EN INVENTARIO,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_current_assets,account.account_tag_operating,l10n_ec_oodca.group_10103,False
ac_1010401,1.01.04.01,SEGUROS PAGADOS POR ANTICIPADO,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_prepayments,account.account_tag_operating,l10n_ec_oodca.group_10104,False
ac_1010402,1.01.04.02,ARRIENDOS PAGADOS POR ANTICIPADO,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_prepayments,account.account_tag_operating,l10n_ec_oodca.group_10104,False
ac_1010403,1.01.04.03,ANTICIPOS A PROVEEDORES,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_prepayments,account.account_tag_operating,l10n_ec_oodca.group_10104,False
ac_101040401,1.01.04.04.01,ANTICIPOS A EMPLEADOS,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_prepayments,account.account_tag_operating,l10n_ec_oodca.group_1010404,False
ac_101050101,1.01.05.01.01,CRÉDITO TRIBUTARIO A FAVOR (IVA) PAGADO EN COMPRAS,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_current_assets,account.account_tag_operating,l10n_ec_oodca.group_1010501,False
ac_101050102,1.01.05.01.02,CRÉDITO TRIBUTARIO A FAVOR (IVA) RETENIDO EN VENTAS,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_current_assets,account.account_tag_operating,l10n_ec_oodca.group_1010501,False
ac_1010502,1.01.05.02,CRÉDITO TRIBUTARIO A FAVOR (IR) RETENIDO EN VENTAS,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_current_assets,account.account_tag_operating,l10n_ec_oodca.group_10105,False
ac_1010503,1.01.05.03,ANTICIPO DE IMPUESTO A LA RENTA,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_current_assets,account.account_tag_operating,l10n_ec_oodca.group_10105,False
ac_10106,1.01.06,ACTIVOS NO CORRIENTES MANTENIDOS PARA VENTA OP.DISCONTINUADAS  ,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_current_assets,account.account_tag_operating,l10n_ec_oodca.group_101,False
ac_10107,1.01.07,CONSTRUCCIONES EN PROCESO (NIC 11 Y SECC.23 PYMES),l10n_ec_oodca.account_ec_chart_template,account.data_account_type_current_assets,account.account_tag_operating,l10n_ec_oodca.group_101,False
ac_10108,1.01.08,OTROS ACTIVOS CORRIENTES,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_current_assets,account.account_tag_operating,l10n_ec_oodca.group_101,False
ac_1020101,1.02.01.01,TERRENOS,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_fixed_assets,account.account_tag_investing,l10n_ec_oodca.group_10201,False
ac_1020102,1.02.01.02,EDIFICIOS,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_fixed_assets,account.account_tag_investing,l10n_ec_oodca.group_10201,False
ac_1020103,1.02.01.03,CONSTRUCCIONES EN CURSO ,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_fixed_assets,account.account_tag_investing,l10n_ec_oodca.group_10201,False
ac_1020104,1.02.01.04,INSTALACIONES,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_fixed_assets,account.account_tag_investing,l10n_ec_oodca.group_10201,False
ac_1020105,1.02.01.05,MUEBLES Y ENSERES,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_fixed_assets,account.account_tag_investing,l10n_ec_oodca.group_10201,False
ac_1020106,1.02.01.06,MAQUINARIA Y EQUIPO,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_fixed_assets,account.account_tag_investing,l10n_ec_oodca.group_10201,False
ac_1020107,1.02.01.07,"NAVES, AERONAVES, BARCAZAS Y SIMILARES",l10n_ec_oodca.account_ec_chart_template,account.data_account_type_fixed_assets,account.account_tag_investing,l10n_ec_oodca.group_10201,False
ac_1020108,1.02.01.08,EQUIPO DE COMPUTACIÓN ,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_fixed_assets,account.account_tag_investing,l10n_ec_oodca.group_10201,False
ac_1020109,1.02.01.09,"VEHÍCULOS, EQUIPOS DE TRANSPORTE Y EQUIPO CAMINERO MÓVIL",l10n_ec_oodca.account_ec_chart_template,account.data_account_type_fixed_assets,account.account_tag_investing,l10n_ec_oodca.group_10201,False
ac_1020110,1.02.01.10,"OTROS PROPIEDADES, PLANTA Y EQUIPO",l10n_ec_oodca.account_ec_chart_template,account.data_account_type_fixed_assets,account.account_tag_investing,l10n_ec_oodca.group_10201,False
ac_1020111,1.02.01.11,REPUESTOS Y HERRAMIENTAS,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_fixed_assets,account.account_tag_investing,l10n_ec_oodca.group_10201,False
ac_1020112,1.02.01.12,"(-) DEPRECIACIÓN ACUMULADA PROPIEDADES, PLANTA Y EQUIPO",l10n_ec_oodca.account_ec_chart_template,account.data_account_type_fixed_assets,account.account_tag_investing,l10n_ec_oodca.group_10201,False
ac_1020113,1.02.01.13,"(-) DETERIORO  ACUMULADO DE PROPIEDADES, PLANTA Y EQUIPO",l10n_ec_oodca.account_ec_chart_template,account.data_account_type_fixed_assets,account.account_tag_investing,l10n_ec_oodca.group_10201,False
ac_102011401,1.02.01.14.01,ACTIVOS DE EXPLORACIÓN Y EXPLOTACIÓN ,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_fixed_assets,account.account_tag_investing,l10n_ec_oodca.group_1020114,False
ac_102011402,1.02.01.14.02,(-) AMORTIZACIÓN ACUMULADA ACTIVOS EXPLORACIÓN Y EXPLOTACIÓN,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_fixed_assets,account.account_tag_investing,l10n_ec_oodca.group_1020114,False
ac_102011403,1.02.01.14.03,(-) DETERIORO  ACUMULADO ACTIVOS EXPLORACIÓN Y EXPLOTACIÓN,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_fixed_assets,account.account_tag_investing,l10n_ec_oodca.group_1020114,False
ac_1020201,1.02.02.01,TERRENOS - PROPIEDADES DE INVERSIÓNPROPIEDADES DE INVERSIÓN,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_fixed_assets,account.account_tag_investing,l10n_ec_oodca.group_10202,False
ac_1020202,1.02.02.02,EDIFICIOS - PROPIEDADES DE INVERSIÓN,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_fixed_assets,account.account_tag_investing,l10n_ec_oodca.group_10202,False
ac_1020203,1.02.02.03,(-) DEPRECIACIÓN ACUMULADA DE PROPIEDADES DE INVERSIÓN,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_fixed_assets,account.account_tag_investing,l10n_ec_oodca.group_10202,False
ac_1020204,1.02.02.04,(-) DETERIORO ACUMULADO DE PROPIEDADES DE INVERSIÓN,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_fixed_assets,account.account_tag_investing,l10n_ec_oodca.group_10202,False
ac_1020301,1.02.03.01,ANIMALES VIVOS EN CRECIMIENTO,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_fixed_assets,account.account_tag_investing,l10n_ec_oodca.group_10203,False
ac_1020302,1.02.03.02,ANIMALES VIVOS EN PRODUCCIÓN ,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_fixed_assets,account.account_tag_investing,l10n_ec_oodca.group_10203,False
ac_1020303,1.02.03.03,PLANTAS EN CRECIMIENTO,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_fixed_assets,account.account_tag_investing,l10n_ec_oodca.group_10203,False
ac_1020304,1.02.03.04,PLANTAS EN PRODUCCIÓN,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_fixed_assets,account.account_tag_investing,l10n_ec_oodca.group_10203,False
ac_1020305,1.02.03.05,(-) DEPRECIACIÓN ACUMULADA DE ACTIVOS BIOLÓGICOS,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_fixed_assets,account.account_tag_investing,l10n_ec_oodca.group_10203,False
ac_1020306,1.02.03.06,(-) DETERIORO ACUMULADO DE ACTIVOS BIOLÓGICOS,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_fixed_assets,account.account_tag_investing,l10n_ec_oodca.group_10203,False
ac_1020401,1.02.04.01,PLUSVALÍAS,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_non_current_assets,account.account_tag_investing,l10n_ec_oodca.group_10204,False
ac_1020402,1.02.04.02,MARCAS PATENTES DERECHOS DE LLAVE CUOTAS PATRIMONIALES Y OTROS,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_non_current_assets,account.account_tag_investing,l10n_ec_oodca.group_10204,False
ac_1020403,1.02.04.03,ACTIVOS DE EXPLORACIÓN Y EXPLOTACIÓN ,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_non_current_assets,account.account_tag_investing,l10n_ec_oodca.group_10204,False
ac_1020404,1.02.04.04,(-) AMORTIZACIÓN ACUMULADA DE ACTIVOS INTANGIBLE,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_non_current_assets,account.account_tag_investing,l10n_ec_oodca.group_10204,False
ac_1020405,1.02.04.05,(-) DETERIORO ACUMULADO DE ACTIVO INTANGIBLE ,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_non_current_assets,account.account_tag_investing,l10n_ec_oodca.group_10204,False
ac_1020406,1.02.04.06,OTROS INTANGIBLES,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_non_current_assets,account.account_tag_investing,l10n_ec_oodca.group_10204,False
ac_10205,1.02.05,ACTIVOS POR IMPUESTOS DIFERIDOS,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_non_current_assets,account.account_tag_investing,l10n_ec_oodca.group_102,False
ac_1020601,1.02.06.01,ACTIVOS FINANCIEROS NO CORRIENTES MANT.HASTA EL VENCIMIENTO,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_non_current_assets,account.account_tag_investing,l10n_ec_oodca.group_10206,False
ac_1020602,1.02.06.02,(-) PROVISIÓN DETERIORO ACTIVOS FINAN.MANT.HASTA VENCIMIENTO,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_non_current_assets,account.account_tag_investing,l10n_ec_oodca.group_10206,False
ac_1020603,1.02.06.03,DOCUMENTOS Y CUENTAS POR COBRAR ,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_non_current_assets,account.account_tag_investing,l10n_ec_oodca.group_10206,False
ac_1020604,1.02.06.04,(-) PROVISIÓN CUENTAS INCOBRABLES ACTIVOS FINAN.NO CORRIENTES,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_non_current_assets,account.account_tag_investing,l10n_ec_oodca.group_10206,False
ac_1020701,1.02.07.01,INVERSIONES SUBSIDIARIAS,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_non_current_assets,account.account_tag_investing,l10n_ec_oodca.group_10207,False
ac_1020702,1.02.07.02,INVERSIONES ASOCIADAS,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_non_current_assets,account.account_tag_investing,l10n_ec_oodca.group_10207,False
ac_1020703,1.02.07.03,INVERSIONES NEGOCIOS CONJUNTOS,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_non_current_assets,account.account_tag_investing,l10n_ec_oodca.group_10207,False
ac_1020704,1.02.07.04,OTRAS INVERSIONES ,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_non_current_assets,account.account_tag_investing,l10n_ec_oodca.group_10207,False
ac_1020705,1.02.07.05,(-) PROVISIÓN VALUACIÓN DE INVERSIONES,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_non_current_assets,account.account_tag_investing,l10n_ec_oodca.group_10207,False
ac_1020706,1.02.07.06,OTROS ACTIVOS NO CORRIENTES,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_non_current_assets,account.account_tag_investing,l10n_ec_oodca.group_10207,False
ac_20101,2.01.01,PASIVOS CORRIENTES FINAN.VALOR RAZON.CON CAMBIOS RESULTADOS ,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_current_liabilities,account.account_tag_operating,l10n_ec_oodca.group_201,False
ac_20102,2.01.02,PASIVOS CORRIENTES POR CONTRATOS DE ARRENDAMIENTO FINANCIEROS ,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_current_liabilities,account.account_tag_operating,l10n_ec_oodca.group_201,False
ac_2010301,2.01.03.01,CXP CORRIENTES LOCALES,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_payable,account.account_tag_operating,l10n_ec_oodca.group_20103,True
ac_2010302,2.01.03.02,CXP CORRIENTES EXTERIOR,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_payable,account.account_tag_operating,l10n_ec_oodca.group_20103,True
ac_2010303,2.01.03.03,CXP CORRIENTES EMPLEADOS,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_payable,account.account_tag_operating,l10n_ec_oodca.group_20103,True
ac_201040101,2.01.04.01.01,PRÉSTAMO BANCARIO NO 1,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_current_liabilities,account.account_tag_operating,l10n_ec_oodca.group_2010401,False
ac_201040111,2.01.04.01.11,TARJETA DE CRÉDITO NO 1,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_credit_card,account.account_tag_operating,l10n_ec_oodca.group_2010401,False
ac_2010402,2.01.04.02,OBLIGACIONES CORRIENTES CON INSTITUCIONES FINAN.EXTERIOR,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_current_liabilities,account.account_tag_operating,l10n_ec_oodca.group_20104,False
ac_2010501,2.01.05.01,PROVISIONES CORRIENTES LOCALES,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_current_liabilities,account.account_tag_operating,l10n_ec_oodca.group_20105,False
ac_2010502,2.01.05.02,PROVISIONES CORRIENTES DEL EXTERIOR,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_current_liabilities,account.account_tag_operating,l10n_ec_oodca.group_20105,False
ac_20106,2.01.06,PORCIÓN CORRIENTE DE OBLIGACIONES EMITIDAS ,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_current_liabilities,account.account_tag_operating,l10n_ec_oodca.group_201,False
ac_201070101,2.01.07.01.01,OBLIGACIONES CON ADMIN.TRIBUTARIA (IVA) COBRADO EN VENTAS,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_current_liabilities,account.account_tag_operating,l10n_ec_oodca.group_2010701,False
ac_201070102,2.01.07.01.02,OBLIGACIONES CON ADMIN.TRIBUTARIA (IVA) RETENIDO EN COMPRAS,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_current_liabilities,account.account_tag_operating,l10n_ec_oodca.group_2010701,False
ac_201070103,2.01.07.01.03,OBLIGACIONES CON ADMIN.TRIBUTARIA (IR) RETENIDO EN COMPRAS,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_current_liabilities,account.account_tag_operating,l10n_ec_oodca.group_2010701,False
ac_201070104,2.01.07.01.04,OBLIGACIONES CON ADMIN.TRIBUTARIA (ICE) COBRADO EN VENTAS,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_current_liabilities,account.account_tag_operating,l10n_ec_oodca.group_2010701,False
ac_2010702,2.01.07.02,OBLIGACIONES CON ADMIN.TRIBUTARIA (IR) DEL EJERCICIO,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_current_liabilities,account.account_tag_operating,l10n_ec_oodca.group_20107,False
