id,code,name,chart_template_id/id,user_type_id/id,tag_ids/id,group_id/id,reconcile
ac_520112,5.2.01.12,COMBUSTIBLES,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_5201,False
ac_520113,5.2.01.13,LUBRICANTES ,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_5201,False
ac_520114,5.2.01.14,SEGUROS Y REASEGUROS (PRIMAS Y CESIONES),l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_5201,False
ac_520115,5.2.01.15,TRANSPORTE,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_5201,False
ac_520116,5.2.01.16,GASTOS DE GESTIÓN (AGASAJOS ACCION.TRABAJ.CLIENTES),l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_5201,False
ac_520117,5.2.01.17,GASTOS DE VIAJE,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_5201,False
ac_520118,5.2.01.18,"AGUA, ENERGÍA, LUZ, Y TELECOMUNICACIONES",l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_5201,False
ac_520119,5.2.01.19,NOTARIOS Y REGISTRADORES DE LA PROPIEDAD O MERCANTILES,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_5201,False
ac_52012101,5.2.01.21.01,"DEPRECIACIONES PROPIEDADES, PLANTA Y EQUIPO",l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_520121,False
ac_52012102,5.2.01.21.02,DEPRECIACIONES PROPIEDADES DE INVERSIÓN,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_520121,False
ac_52012201,5.2.01.22.01,AMORTIZACIONES INTANGIBLES,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_520122,False
ac_52012202,5.2.01.22.02,AMORTIZACIONES OTROS ACTIVOS,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_520122,False
ac_52012301,5.2.01.23.01,"GASTO DETERIORO PROPIEDADES, PLANTA Y EQUIPO",l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_520123,False
ac_52012401,5.2.01.24.01,CANTIDADES ANORMALES MANO DE OBRA,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_520124,False
ac_52012402,5.2.01.24.02,CANTIDADES ANORMALES  MATERIALES,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_520124,False
ac_52012403,5.2.01.24.03,CANTIDADES ANORMALES  COSTOS DE PRODUCCIÓN,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_520124,False
ac_520125,5.2.01.25,GASTO POR REESTRUCTURACIÓN,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_5201,False
ac_520126,5.2.01.26,VALOR NETO DE REALIZACIÓN DE INVENTARIOS,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_5201,False
ac_52012801,5.2.01.28.01,COMPRA DE BIENES EN EL EXTERIOR,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_520128,False
ac_52012802,5.2.01.28.02,COMPRA DE BIENES/SERVICIOS NO SUJ.RET.,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_520128,False
ac_52012803,5.2.01.28.03,IR COMPRA BIENES EN EL EXTERIOR,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_520128,False
ac_52012804,5.2.01.28.04,IR COMPRA SERVICIOS EN EL EXTERIOR,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_520128,False
ac_52012805,5.2.01.28.05,LICENCIAS,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_520128,False
ac_52012806,5.2.01.28.06,LIQUIDACIÓN DE COMPRA,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_520128,False
ac_52012807,5.2.01.28.07,REGALÍAS & DERECHOS DE AUTOR,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_520128,False
ac_52012808,5.2.01.28.08,SERVICIOS DE CAPACITACION,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_520128,False
ac_52012809,5.2.01.28.09,SERVICIOS DE ENVÍO DE PAQUETES,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_520128,False
ac_52012810,5.2.01.28.10,SERVICIOS DE HOSPEDAJE INFORMATICO,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_520128,False
ac_52012811,5.2.01.28.11,SERVICIOS DE IMPLEMENTACIÓN INFORMATICA,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_520128,False
ac_52012812,5.2.01.28.12,SERVICIOS DE INFORMACION ELECTRONICA,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_520128,False
ac_52012813,5.2.01.28.13,SERVICIOS DE MANTENIMIENTO INFORMATICO,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_520128,False
ac_52012814,5.2.01.28.14,SERVICIOS EN EL EXTERIOR,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_520128,False
ac_52012815,5.2.01.28.15,SUMINISTROS DE OFICINA Y OPERATIVOS,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_520128,False
ac_52012899,5.2.01.28.99,OTROS GASTOS DE VENTA,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_520128,False
ac_520201,5.2.02.01,"SUELDOS, SALARIOS Y DEMÁS REMUNERACIONES",l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_5202,False
ac_520202,5.2.02.02,APORTES A LA SEGURIDAD SOCIAL (INC.FONDO DE RESERVA),l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_5202,False
ac_520203,5.2.02.03,BENEFICIOS SOCIALES E INDEMNIZACIONES,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_5202,False
ac_520204,5.2.02.04,GASTO PLANES DE BENEFICIOS A EMPLEADOS,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_5202,False
ac_520205,5.2.02.05,"HONORARIOS, COMISIONES Y DIETAS A PERSONAS NATURALES",l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_5202,False
ac_520206,5.2.02.06,REMUNERACIONES A OTROS TRABAJADORES AUTÓNOMOS,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_5202,False
ac_520207,5.2.02.07,HONORARIOS A EXTRANJEROS POR SERVICIOS OCASIONALES,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_5202,False
ac_520208,5.2.02.08,MANTENIMIENTO Y REPARACIONES,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_5202,False
ac_520209,5.2.02.09,ARRENDAMIENTO OPERATIVO ,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_5202,False
ac_520210,5.2.02.10,COMISIONES,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_5202,False
ac_520212,5.2.02.12,COMBUSTIBLES,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_5202,False
ac_520213,5.2.02.13,LUBRICANTES ,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_5202,False
ac_520214,5.2.02.14,SEGUROS Y REASEGUROS (PRIMAS Y CESIONES),l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_5202,False
ac_520215,5.2.02.15,TRANSPORTE,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_5202,False
ac_520216,5.2.02.16,GASTOS DE GESTIÓN (AGASAJOS ACCION.TRABAJ.CLIENTES),l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_5202,False
ac_520217,5.2.02.17,GASTOS DE VIAJE,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_5202,False
ac_520218,5.2.02.18,"AGUA, ENERGÍA, LUZ, Y TELECOMUNICACIONES",l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_5202,False
ac_520219,5.2.02.19,NOTARIOS Y REGISTRADORES DE LA PROPIEDAD O MERCANTILES,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_5202,False
ac_52022001,5.2.02.20.01,CONTRIBUCIONES,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_520220,False
ac_52022002,5.2.02.20.02,IMPUESTO (IVA) PAGADO EN COMPRAS,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_520220,False
ac_52022003,5.2.02.20.03,IMPUESTO (IRBPNR) PAGADO EN COMPRAS,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_520220,False
ac_52022004,5.2.02.20.04,IMPUESTO (ICE) PAGADO EN COMPRAS,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_520220,False
ac_52022005,5.2.02.20.05,IMPUESTOS Y PERMISOS AMBIENTALES - MIN.AMBIENTE,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_520220,False
ac_52022006,5.2.02.20.06,IMPUESTOS Y PERMISOS MUNICIPALES,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_520220,False
ac_52022007,5.2.02.20.07,IMPUESTO (IR) EN EL EXTRANJERO GENERADO EN COMPRAS,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_520220,False
ac_52022101,5.2.02.21.01,"DEPRECIACIONES PROPIEDADES, PLANTA Y EQUIPO",l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_520221,False
ac_52022102,5.2.02.21.02,DEPRECIACIONES PROPIEDADES DE INVERSIÓN,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_520221,False
ac_52022201,5.2.02.22.01,AMORTIZACIONES INTANGIBLES,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_520222,False
ac_52022202,5.2.02.22.02,AMORTIZACIONES OTROS ACTIVOS,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_520222,False
ac_52022301,5.2.02.23.01,"GASTO DETERIORO PROPIEDADES, PLANTA Y EQUIPO",l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_520223,False
ac_52022302,5.2.02.23.02,GASTO DETERIORO INVENTARIOS,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_520223,False
ac_52022303,5.2.02.23.03,GASTO DETERIORO INSTRUMENTOS FINANCIEROS,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_520223,False
ac_52022304,5.2.02.23.04,GASTO DETERIORO INTANGIBLES,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_520223,False
ac_52022305,5.2.02.23.05,GASTO DETERIORO CUENTAS POR COBRAR,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_520223,False
ac_52022306,5.2.02.23.06,GASTO DETERIORO OTROS ACTIVOS,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_520223,False
ac_52022401,5.2.02.24.01,GASTOS CANTIDADES ANORMALES MANO DE OBRA,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_520224,False
ac_52022402,5.2.02.24.02,GASTOS CANTIDADES ANORMALES MATERIALES,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_520224,False
ac_52022403,5.2.02.24.03,GASTOS CANTIDADES ANORMALES COSTOS DE PRODUCCIÓN,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_520224,False
ac_520225,5.2.02.25,GASTO POR REESTRUCTURACIÓN,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_5202,False
ac_520226,5.2.02.26,VALOR NETO DE REALIZACIÓN DE INVENTARIOS,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_5202,False
ac_520227,5.2.02.27,GASTO IMPUESTO A LA RENTA (ACTIVOS Y PASIVOS DIFERIDOS),l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_5202,False
ac_52022801,5.2.02.28.01,COMPRA DE BIENES EN EL EXTERIOR,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_520228,False
ac_52022802,5.2.02.28.02,COMPRA DE BIENES/SERVICIOS NO SUJ.RET.,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_520228,False
ac_52022803,5.2.02.28.03,IR COMPRA BIENES EN EL EXTERIOR,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_520228,False
ac_52022804,5.2.02.28.04,IR COMPRA SERVICIOS EN EL EXTERIOR,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_520228,False
ac_52022805,5.2.02.28.05,LICENCIAS,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_520228,False
ac_52022806,5.2.02.28.06,LIQUIDACIÓN DE COMPRA,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_520228,False
ac_52022807,5.2.02.28.07,REGALÍAS & DERECHOS DE AUTOR,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_520228,False
ac_52022808,5.2.02.28.08,SERVICIOS DE CAPACITACION,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_520228,False
ac_52022809,5.2.02.28.09,SERVICIOS DE ENVÍO DE PAQUETES,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_520228,False
ac_52022810,5.2.02.28.10,SERVICIOS DE HOSPEDAJE INFORMATICO,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_520228,False
ac_52022811,5.2.02.28.11,SERVICIOS DE IMPLEMENTACIÓN INFORMATICA,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_520228,False
ac_52022812,5.2.02.28.12,SERVICIOS DE INFORMACION ELECTRONICA,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_520228,False
ac_52022813,5.2.02.28.13,SERVICIOS DE MANTENIMIENTO INFORMATICO,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_520228,False
ac_52022814,5.2.02.28.14,SERVICIOS EN EL EXTERIOR,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_520228,False
ac_52022815,5.2.02.28.15,SUMINISTROS DE OFICINA Y OPERATIVOS,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_520228,False
ac_52022899,5.2.02.28.99,OTROS GASTOS ADMINISTRATIVOS,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_520228,False
ac_520301,5.2.03.01,INTERESES,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_5203,False
ac_520302,5.2.03.02,COMISIONES ,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_5203,False
ac_520303,5.2.03.03,GASTOS DE FINANCIAMIENTO DE ACTIVOS,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_5203,False
ac_520304,5.2.03.04,DIFERENCIA EN CAMBIO,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_5203,False
ac_52030501,5.2.03.05.01,IMPUESTO (ISD) EN TRANSF.Y PAGOS - GENERADO EN COMPRAS,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_520305,False
ac_52030599,5.2.03.05.99,OTROS GASTOS FINANCIEROS - OTROS,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_520305,False
ac_520401,5.2.04.01,PERDIDA EN INVERSIONES EN ASOCIADAS SUBSIDIARIAS Y OTRAS,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_5204,False
ac_52040201,5.2.04.02.01,GASTOS NO DEDUCIBLES,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_520402,False
ac_52040202,5.2.04.02.02,IMPUESTOS NO DEDUCIBLES,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_520402,False
ac_52040203,5.2.04.02.03,MULTAS NO DEDUCIBLES,l10n_ec_oodca.account_ec_chart_template,account.data_account_type_expenses,account.account_tag_operating,l10n_ec_oodca.group_520402,False
